ser,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,educated,population,households,median_income,random_income,ocean_proximity,median_house_value
8736,-118.31,33.82,35,3462,814,703.74,1902,700,3.402,4.402852948,<1H OCEAN,279900
8737,-118.32,33.83,19,3792,790,,2105,834,5.2363,5.336313395,<1H OCEAN,310000
8738,-118.31,33.82,39,2198,425,464,1160,436,4.1406,0.669914999,<1H OCEAN,323700
8739,-118.31,33.82,26,2345,408,,1195,377,5.4925,9.342769668,<1H OCEAN,361700
8740,-118.31,33.81,23,3942,748,604.44,1679,711,4.1169,5.991464885,<1H OCEAN,362600
8741,-118.31,33.81,30,1773,356,389.15,905,352,4.3056,8.51165419,<1H OCEAN,336000
8742,-118.32,33.82,25,2587,512,,1219,509,4.4271,1.676199223,<1H OCEAN,382100
8743,-118.32,33.82,22,2508,402,514.14,1254,395,7.0935,1.991304402,<1H OCEAN,379500
8744,-118.32,33.81,28,2142,445,421.8,1140,422,4.8438,1.565566478,<1H OCEAN,346200
8745,-118.32,33.81,27,2113,380,388.15,1109,360,4.7062,7.668751926,<1H OCEAN,357000
8746,-118.33,33.82,26,5591,934,1044.88,2824,939,6.5861,0.063731972,<1H OCEAN,417800
8747,-118.34,33.8,25,4177,832,,2123,789,5.0814,6.746080436,<1H OCEAN,446800
8748,-118.35,33.82,28,7591,1710,1504.8,3420,1635,4.0708,4.208734884,<1H OCEAN,328900
8749,-118.36,33.82,36,1784,311,,901,293,6.2247,3.928079191,<1H OCEAN,339000
8750,-118.37,33.82,39,2794,444,553.98,1319,441,5.878,8.551491715,<1H OCEAN,387800
8751,-118.37,33.82,36,2463,447,,1125,424,6.0176,9.358407633,<1H OCEAN,352700
8752,-118.37,33.82,36,2416,394,490.6,1115,386,6.256,0.107324782,<1H OCEAN,366900
8753,-118.36,33.82,36,1083,187,234.9,522,187,5.7765,5.234528052,<1H OCEAN,339500
8754,-118.36,33.82,26,5166,1313,958.3,2738,1239,3.3565,8.369312506,<1H OCEAN,360800
8755,-118.36,33.82,28,67,15,,49,11,6.1359,6.953760292,<1H OCEAN,330000
8756,-118.36,33.81,25,9042,2022,1916.94,4458,1944,4.5592,6.037019871,<1H OCEAN,378800
8757,-118.36,33.81,26,1575,300,,881,309,5.1778,3.778732073,<1H OCEAN,359900
8758,-118.37,33.81,36,2031,339,334.97,817,337,5.1271,2.363314346,NEAR OCEAN,458300
8759,-118.38,33.81,33,2349,407,410.22,954,373,6.4956,0.541719629,NEAR OCEAN,483600
8760,-118.38,33.81,20,1975,306,295.26,703,292,8.5491,3.095555029,NEAR OCEAN,410300
8761,-118.44,33.81,33,3994,990,,1647,931,5.0106,7.00385357,NEAR OCEAN,500001
8762,-118.38,33.82,34,1822,364,277.5,750,366,5.9907,1.078498217,NEAR OCEAN,500001
8763,-118.36,33.81,34,2211,502,434.07,1113,488,4.7026,7.059397786,<1H OCEAN,356800
8764,-118.37,33.81,33,5057,790,767.98,2021,748,6.8553,9.356729848,NEAR OCEAN,482200
8765,-118.37,33.81,36,1283,209,,563,209,6.9296,9.913893255,NEAR OCEAN,500001
8766,-118.38,33.81,41,1889,301,,802,278,6.015,4.677454981,NEAR OCEAN,488500
8767,-118.38,33.81,39,2400,373,359.57,877,372,5.7361,5.85103691,NEAR OCEAN,500001
8768,-118.39,33.81,35,1008,165,144.67,391,167,3.7778,1.257722948,NEAR OCEAN,487500
8769,-118.38,33.81,36,1018,148,141.47,329,169,10.5045,1.569185143,NEAR OCEAN,500001
8770,-118.33,33.79,29,4389,873,931.05,2069,901,4.1071,7.940378864,<1H OCEAN,365600
8771,-118.34,33.79,36,716,123,166.84,388,124,5.0254,8.498896298,<1H OCEAN,350000
8772,-118.34,33.8,34,1730,427,,1008,393,3.9408,7.662903176,<1H OCEAN,327700
8773,-118.34,33.8,33,2194,469,394.8,987,397,5.0951,5.404709471,<1H OCEAN,318900
8774,-118.35,33.8,32,1434,296,275.52,672,285,4.875,8.049778111,<1H OCEAN,311700
8775,-118.35,33.8,19,6224,1105,1386.88,3152,1076,5.9541,8.716752229,<1H OCEAN,500001
8776,-118.31,33.8,29,2795,572,,1469,557,3.7167,6.769087122,<1H OCEAN,308900
8777,-118.32,33.8,29,3254,717,637.2,1593,680,4.0536,5.383837916,<1H OCEAN,285800
8778,-118.31,33.79,35,2290,563,508.38,1374,530,3.2472,8.597165835,<1H OCEAN,254700
8779,-118.31,33.8,31,4464,991,871.2,2420,947,4.0425,8.551636192,<1H OCEAN,277900
8780,-118.32,33.8,39,1415,298,328.05,729,278,3.1648,6.059459914,<1H OCEAN,244800
8781,-118.32,33.79,35,2924,658,,1675,602,3.8287,9.889679461,<1H OCEAN,279900
8782,-118.32,33.79,32,2381,467,,1264,488,4.1477,4.788911681,<1H OCEAN,315100
8783,-118.32,33.8,29,4317,1037,,2102,959,3.1275,5.72557194,<1H OCEAN,286400
8784,-118.31,33.79,38,1601,352,,711,304,3.3958,5.368506051,<1H OCEAN,250000
8785,-118.31,33.78,30,4573,819,1012.62,2411,819,3.5804,9.839179097,<1H OCEAN,383800
8786,-118.32,33.79,21,6638,1634,1296,3240,1568,3.6797,5.13131384,<1H OCEAN,271100
8787,-118.34,33.78,25,11016,1626,1708.88,4168,1584,8.1782,9.679490797,NEAR OCEAN,500001
8788,-118.36,33.79,34,5166,704,786.98,2071,668,8.3609,3.29103573,NEAR OCEAN,500001
8789,-118.37,33.79,36,1596,234,228.9,654,223,8.2064,3.826389819,NEAR OCEAN,500001
8790,-118.36,33.8,38,2553,400,,1042,393,6.9742,7.831503609,NEAR OCEAN,500001
8791,-118.36,33.8,34,2629,369,,966,375,10.1241,3.647961719,NEAR OCEAN,500001
8792,-118.38,33.8,36,4421,702,,1433,624,8.0838,6.550023311,NEAR OCEAN,500001
8793,-118.45,33.8,31,4803,575,,1490,577,11.9993,4.478288135,NEAR OCEAN,500001
8794,-118.39,33.79,30,4402,563,696.08,1582,551,10.898,6.537028498,NEAR OCEAN,500001
8795,-118.4,33.78,24,4787,562,,1653,548,12.9758,1.807862182,NEAR OCEAN,500001
8796,-118.44,33.79,27,2141,260,247.65,635,240,11.6648,6.410337773,NEAR OCEAN,500001
8797,-118.41,33.77,22,7554,991,,2808,946,10.06,8.90835484,NEAR OCEAN,500001
8798,-118.46,33.77,28,3065,406,484.44,1101,391,10.5536,0.446029888,NEAR OCEAN,500001
8799,-118.42,33.78,36,2093,303,296.74,802,300,8.0957,1.285686154,NEAR OCEAN,500001
8800,-118.37,33.77,26,6339,876,990.6,2540,880,10.1447,0.919341382,NEAR OCEAN,500001
8801,-118.38,33.77,21,11353,1537,1720.13,4649,1504,9.821,8.143385037,NEAR OCEAN,500001
8802,-118.38,33.77,17,10950,2207,2026.59,4713,2043,6.3064,8.656638614,NEAR OCEAN,418300
8803,-118.38,33.79,32,10445,1620,,4474,1576,7.7042,7.963659164,NEAR OCEAN,500001
8804,-118.4,33.78,26,5005,776,,2357,790,8.5421,5.509026106,NEAR OCEAN,500001
8805,-118.42,33.75,22,17591,2604,,6897,2492,8.2831,1.437023855,NEAR OCEAN,500001
8806,-118.34,33.76,34,5586,674,,1871,636,15.0001,6.167430239,NEAR OCEAN,500001
8807,-118.35,33.74,25,8272,1132,1221.12,3392,1132,10.0973,2.084550878,NEAR OCEAN,500001
8808,-118.38,33.75,23,8277,1290,1143.36,3176,1159,7.6986,5.966923742,NEAR OCEAN,500001
8809,-118.39,33.71,18,1193,233,,475,228,7.5594,4.516469906,NEAR OCEAN,500001
8810,-118.41,33.75,4,311,51,48.64,128,46,9.8091,4.378306269,NEAR OCEAN,500001
8811,-118.31,33.77,20,5776,956,,2757,936,6.6447,4.194506855,<1H OCEAN,416800
8812,-118.31,33.76,26,4486,709,674.28,1873,719,6.5704,0.226070779,<1H OCEAN,414700
8813,-118.31,33.75,36,2715,474,,1303,457,4.6042,2.033455378,NEAR OCEAN,357300
8814,-118.31,33.75,34,2338,393,,1031,373,6.287,1.896405384,NEAR OCEAN,396400
8815,-118.33,33.77,33,4244,595,,1534,557,9.8214,5.589405391,NEAR OCEAN,500001
8816,-118.32,33.75,33,2996,398,429.68,1048,387,9.267,1.947518602,NEAR OCEAN,500001
8817,-118.32,33.75,37,1080,135,139.08,366,142,11.6677,9.256080352,NEAR OCEAN,500001
8818,-118.32,33.74,24,6097,794,,2248,806,10.1357,2.951968824,NEAR OCEAN,500001
8819,-118.32,33.77,37,627,95,,259,106,6.887,5.992857989,<1H OCEAN,500001
8820,-118.34,34.09,37,1442,501,359.28,998,503,2.4432,3.653126671,<1H OCEAN,200000
8821,-118.35,34.09,35,1989,634,421.04,1108,593,1.6081,4.728449444,<1H OCEAN,288900
8822,-118.35,34.09,35,2705,785,579.88,1526,793,3.0349,8.573944211,<1H OCEAN,266700
8823,-118.35,34.09,35,2234,689,586.96,1334,662,2.5444,7.34123666,<1H OCEAN,236100
8824,-118.36,34.09,34,2832,883,,1594,843,1.7558,2.684388205,<1H OCEAN,312500
8825,-118.36,34.09,36,1616,465,,773,429,2.6,9.660552752,<1H OCEAN,313600
8826,-118.36,34.09,33,3463,1170,,1845,1134,2.0205,3.430573937,<1H OCEAN,243800
8827,-118.36,34.09,30,2353,728,518.7,1365,718,2.0702,7.583647049,<1H OCEAN,283300
8828,-118.36,34.1,37,7097,2010,1223.46,2913,1939,2.875,3.176371453,<1H OCEAN,300000
8829,-118.36,34.09,36,1390,458,340.86,874,468,2.5812,7.362324882,<1H OCEAN,200000
8830,-118.36,34.09,28,1111,300,,526,294,2.6136,9.916032829,<1H OCEAN,383300
8831,-118.37,34.09,38,1349,344,202.39,547,309,3.2159,7.396305154,<1H OCEAN,383300
8832,-118.37,34.09,38,4408,1295,726.7,1690,1229,3.0156,3.474176111,<1H OCEAN,300000
8833,-118.37,34.09,33,3180,865,,1347,841,4.0651,3.03564535,<1H OCEAN,500001
8834,-118.37,34.09,31,6348,1827,972.42,2559,1755,3.2818,5.22471706,<1H OCEAN,225000
8835,-118.37,34.09,22,4247,1253,741.72,1766,1170,3.1517,1.946722216,<1H OCEAN,341700
8836,-118.37,34.09,24,630,172,,257,147,5.5224,8.547870777,<1H OCEAN,400000
8837,-118.37,34.08,28,4376,1202,664.92,1847,1128,2.6713,3.599753992,<1H OCEAN,312500
8838,-118.38,34.08,52,1479,360,,652,346,2.945,2.403848727,<1H OCEAN,431400
8839,-118.38,34.08,30,4524,1312,706.7,1910,1243,2.8889,5.785223666,<1H OCEAN,335300
8840,-118.39,34.08,52,1244,304,168.72,444,282,3.5114,1.370500149,<1H OCEAN,430800
8841,-118.38,34.08,48,1226,288,162.8,370,264,3.9375,0.876665846,<1H OCEAN,450000
8842,-118.38,34.09,24,8264,2437,,3148,2274,3.5659,4.387995648,<1H OCEAN,281300
8843,-118.38,34.09,28,4001,1352,791.56,1799,1220,2.5784,7.403539802,<1H OCEAN,272900
8844,-118.39,34.09,27,4312,1214,620.92,1634,1097,3.6207,2.696109868,<1H OCEAN,362500
8845,-118.39,34.09,28,2347,608,,785,548,4.4167,3.115658444,<1H OCEAN,425000
8846,-118.39,34.08,28,833,230,,349,210,3.067,3.597371005,<1H OCEAN,375000
8847,-118.4,34.1,27,3979,510,540.4,1351,520,15.0001,7.401397216,<1H OCEAN,500001
8848,-118.4,34.09,45,2686,283,,857,259,15.0001,2.982205523,<1H OCEAN,500001
8849,-118.39,34.08,52,3759,464,590.94,1407,422,15.0001,9.505551104,<1H OCEAN,500001
8850,-118.4,34.08,52,3815,439,493.74,1266,413,15.0001,0.229359646,<1H OCEAN,500001
8851,-118.41,34.09,37,2716,302,,809,291,15.0001,2.457398335,<1H OCEAN,500001
8852,-118.42,34.09,40,3552,392,378.88,1024,370,15.0001,4.363971327,<1H OCEAN,500001
8853,-118.42,34.08,48,2413,261,,770,248,15.0001,2.621535107,<1H OCEAN,500001
8854,-118.41,34.07,52,3562,394,441.94,1163,361,15.0001,8.218726548,<1H OCEAN,500001
8855,-118.41,34.07,52,1202,142,,408,138,15.0001,3.292767343,<1H OCEAN,500001
8856,-118.38,34.07,48,2799,596,469.3,1235,561,4.4896,9.317898977,<1H OCEAN,500001
8857,-118.39,34.07,33,5301,1281,986.92,2243,1159,4.2386,3.978312319,<1H OCEAN,500001
8858,-118.39,34.07,45,3143,553,507.32,1153,564,5.7762,9.466878652,<1H OCEAN,500001
8859,-118.39,34.08,27,6605,1710,932.75,2665,1520,3.8088,2.391605658,<1H OCEAN,500001
8860,-118.4,34.07,22,2170,593,,850,520,2.9107,2.703740165,<1H OCEAN,500001
8861,-118.37,34.06,36,1661,395,262.2,690,365,3.3438,5.709764475,<1H OCEAN,500001
8862,-118.38,34.06,50,1509,291,,690,259,6.2344,4.570643809,<1H OCEAN,500001
8863,-118.39,34.06,52,1213,194,206.23,503,194,8.0095,9.873810689,<1H OCEAN,500001
8864,-118.38,34.06,52,1311,217,260.1,578,205,7.6771,7.503614266,<1H OCEAN,500001
8865,-118.39,34.06,43,1879,397,331.74,873,382,3.8158,7.450966973,<1H OCEAN,500001
8866,-118.39,34.06,37,2975,705,503.49,1291,654,5.3316,5.19534039,<1H OCEAN,500001
8867,-118.39,34.06,39,3299,831,,1649,759,3.3295,3.482901502,<1H OCEAN,500001
8868,-118.4,34.06,37,3781,873,,1725,838,4.1455,2.967376533,<1H OCEAN,500001
8869,-118.4,34.06,47,3652,967,,1438,887,3.6964,8.667386432,<1H OCEAN,500001
8870,-118.4,34.06,52,1871,326,,646,284,8.2961,0.21395998,<1H OCEAN,500001
8871,-118.4,34.06,52,2501,362,306.68,748,349,6.6343,7.963286498,<1H OCEAN,500001
8872,-118.41,34.06,43,2665,556,365.4,1015,506,4.1411,1.788620424,<1H OCEAN,500001
8873,-118.41,34.06,43,4994,1057,732,1830,969,5.5321,9.395108781,<1H OCEAN,500001
8874,-118.41,34.07,47,2979,626,,1076,571,3.9904,1.385567442,<1H OCEAN,500001
8875,-118.45,34.06,52,204,34,415.44,1154,28,9.337,1.204597281,<1H OCEAN,500001
8876,-118.49,34.05,52,2416,291,,810,270,13.8556,2.779239596,<1H OCEAN,500001
8877,-118.49,34.04,50,2597,340,,964,339,13.3036,3.755872902,<1H OCEAN,500001
8878,-118.49,34.04,48,2381,345,,859,306,8.0257,5.606109674,<1H OCEAN,500001
8879,-118.5,34.04,52,3000,374,445.77,1143,375,15.0001,7.050835132,<1H OCEAN,500001
8880,-118.5,34.04,52,2233,317,,769,277,8.3839,6.665672492,<1H OCEAN,500001
8881,-118.49,34.04,31,4066,951,,1532,868,4.8125,3.434666756,<1H OCEAN,500001
8882,-118.49,34.03,30,4061,927,,1487,865,4.1827,4.29276102,<1H OCEAN,435100
8883,-118.51,34.04,40,1382,167,,483,178,11.7045,5.54968856,<1H OCEAN,500001
8884,-118.5,34.03,52,1506,208,207.86,547,186,7.8705,6.163340628,<1H OCEAN,500001
8885,-118.5,34.03,52,1711,245,281.82,671,242,7.7572,9.185094358,<1H OCEAN,500001
8886,-118.5,34.03,44,2146,394,306.36,851,355,6.48,9.409302947,<1H OCEAN,500001
8887,-118.51,34.03,37,4072,905,528.48,1468,923,3.8571,0.551716258,<1H OCEAN,500001
8888,-118.52,34.02,24,7418,1755,,2713,1577,5.0867,5.866049409,<1H OCEAN,500001
8889,-118.49,34.03,31,4949,1293,,1985,1244,4.252,0.812995911,<1H OCEAN,436700
8890,-118.5,34.03,32,6365,1784,1162.14,2767,1698,3.6451,6.597371065,<1H OCEAN,383300
8891,-118.5,34.02,28,5109,1482,,2313,1451,3.3266,9.492939785,<1H OCEAN,483300
8892,-118.5,34.02,24,2924,1013,656.48,1492,943,2.775,0.265589826,<1H OCEAN,291700
8893,-118.5,34.02,35,2914,934,520.26,1334,870,2.9934,1.155273987,<1H OCEAN,350000
8894,-118.52,34.01,25,2757,738,354.9,1014,633,3.1433,4.017983833,<1H OCEAN,500001
8895,-118.49,34.03,32,3851,900,611.52,1456,836,4.5208,7.756590302,<1H OCEAN,442100
8896,-118.49,34.03,31,3155,808,471.12,1208,745,3.6769,8.432795063,<1H OCEAN,450000
8897,-118.49,34.02,27,4725,1185,,1945,1177,4.1365,7.797501575,<1H OCEAN,470800
8898,-118.48,34.03,32,1793,476,457.2,1143,448,2.8981,1.626799458,<1H OCEAN,353600
8899,-118.49,34.02,28,2545,752,,1548,679,2.9125,9.872882016,<1H OCEAN,475000
8900,-118.49,34.02,29,2709,799,445.68,1238,793,3.1563,0.780827744,<1H OCEAN,330000
8901,-118.48,34.04,47,1956,277,304.08,724,277,8.9616,1.064298967,<1H OCEAN,500001
8902,-118.48,34.04,49,3780,741,559.65,1435,690,4.3158,0.296660932,<1H OCEAN,500001
8903,-118.48,34.04,40,1395,285,,610,262,3.9659,9.456791071,<1H OCEAN,500001
8904,-118.48,34.04,36,2539,535,,979,500,3.6667,1.367365186,<1H OCEAN,500001
8905,-118.47,34.04,32,2909,748,,1310,706,4.516,7.860078254,<1H OCEAN,350000
8906,-118.47,34.03,32,3024,784,555.66,1323,740,3.3889,8.627546806,<1H OCEAN,347900
8907,-118.48,34.03,39,1530,401,451.08,1074,375,3.5076,7.30882493,<1H OCEAN,381800
8908,-118.47,34.03,29,3287,882,,1523,823,3.7381,1.813270003,<1H OCEAN,290600
8909,-118.47,34.03,31,2642,681,573.32,1303,625,3.5987,0.82020651,<1H OCEAN,340500
8910,-118.48,34.03,19,902,284,173.88,414,272,1.3333,4.861830715,<1H OCEAN,310000
8911,-118.48,34.02,22,1249,483,431.34,1106,481,2.5261,2.428776688,<1H OCEAN,375000
8912,-118.48,34.02,29,1585,542,417.79,1019,487,2.7072,3.178639863,<1H OCEAN,375000
8913,-118.49,34.02,30,2075,687,420.66,1026,592,3.1635,3.316522703,<1H OCEAN,366700
8914,-118.46,34.03,27,1965,631,375.12,1042,596,2.75,4.484491529,<1H OCEAN,327300
8915,-118.46,34.03,39,1244,283,,886,284,3.125,0.507929563,<1H OCEAN,325000
8916,-118.46,34.03,52,523,,,317,130,2.2794,0.906893258,<1H OCEAN,337500
8917,-118.46,34.02,29,2329,833,,1953,800,2.6639,4.230593417,<1H OCEAN,233300
8918,-118.47,34.02,38,2163,651,703.6,1759,584,2.3382,3.897761742,<1H OCEAN,297500
8919,-118.48,34.02,11,72,16,64.5,150,20,2.625,1.39490362,<1H OCEAN,250000
8920,-118.47,34.02,35,3057,774,866.97,2223,732,2.0745,7.914057027,<1H OCEAN,332500
8921,-118.48,34.02,30,2027,609,,1425,562,2.2917,6.842802062,<1H OCEAN,330800
8922,-118.48,34.02,25,1583,460,,983,422,2.7019,9.47279744,<1H OCEAN,293800
8923,-118.49,34.02,28,1394,582,,716,543,1.5132,5.829068531,<1H OCEAN,450000
8924,-118.49,34.01,28,651,252,,333,174,1.9722,6.712201933,<1H OCEAN,500001
8925,-118.51,34,52,1241,502,298.76,679,459,2.3098,1.891203296,<1H OCEAN,500001
8926,-118.48,34.01,31,2851,804,,1410,782,4.0893,7.295385309,<1H OCEAN,381500
8927,-118.48,34,41,2584,743,433.78,1058,668,3.2061,0.654171402,<1H OCEAN,370000
8928,-118.48,34.01,30,3078,954,,1561,901,3.4852,4.529288195,<1H OCEAN,425000
8929,-118.49,34,32,3407,1071,,1463,986,3.0369,6.096057393,<1H OCEAN,500001
8930,-118.48,34.01,31,1829,458,,719,392,4.4,9.677174831,<1H OCEAN,353800
8931,-118.47,34,28,1259,302,300.6,668,280,4.2813,9.701761099,<1H OCEAN,384400
8932,-118.47,34,42,1271,301,258.3,574,312,3.1304,9.397483712,<1H OCEAN,340500
8933,-118.48,34,25,4149,1067,752.07,1749,1000,3.9722,5.362148836,<1H OCEAN,450000
8934,-118.48,34,29,1727,479,326.04,741,431,3.6121,5.687999665,<1H OCEAN,500000
8935,-118.48,34,52,1359,395,192.77,521,368,2.6736,1.018960885,<1H OCEAN,500001
8936,-118.5,33.99,22,3484,975,,1268,952,3.2609,5.636537292,<1H OCEAN,500001
8937,-118.47,34.02,41,2136,549,433.84,986,557,2.7254,6.894013565,<1H OCEAN,444400
8938,-118.47,34.01,44,2175,475,366.84,1019,448,4.793,7.238007272,<1H OCEAN,470800
8939,-118.47,34.01,41,2704,557,471.15,1047,478,4.4211,7.747690961,<1H OCEAN,462900
8940,-118.48,34.01,40,2198,611,358.05,1023,567,3.755,5.481640854,<1H OCEAN,398300
8941,-118.47,34.01,41,752,201,197.62,482,207,2.5417,2.104321382,<1H OCEAN,418200
8942,-118.46,34.01,48,1640,322,,664,301,4,3.323151489,<1H OCEAN,500001
8943,-118.46,34.01,46,1379,239,275.2,688,269,6.8901,1.230205664,<1H OCEAN,500001
8944,-118.47,34.01,44,2017,343,431.1,958,382,6.1014,6.974301996,<1H OCEAN,480100
8945,-118.47,34.01,43,1160,304,141.48,393,250,2.9167,5.200316357,<1H OCEAN,461100
8946,-118.47,34.01,27,1782,471,309.69,837,422,3.7727,6.425641445,<1H OCEAN,413000
8947,-118.45,34.02,41,2956,700,436.32,1212,645,3.4583,9.22079986,<1H OCEAN,421900
8948,-118.45,34.02,45,1230,201,248.6,565,219,6.3521,5.040436911,<1H OCEAN,493400
8949,-118.46,34.02,45,3803,970,743.6,1690,871,3.0476,9.082295565,<1H OCEAN,456200
8950,-118.46,34.02,46,2571,502,441,1225,501,6.0436,8.672855772,<1H OCEAN,473000
8951,-118.46,34.02,39,3599,776,,1569,763,5.2571,8.070820163,<1H OCEAN,405400
8952,-118.37,34.03,39,213,44,57.96,138,52,2.125,7.477735415,<1H OCEAN,196400
8953,-118.38,34.03,44,1913,441,,1295,432,3.9537,5.534158973,<1H OCEAN,266400
8954,-118.38,34.02,45,2098,486,483.48,1343,481,3.9615,7.970219806,<1H OCEAN,268600
8955,-118.39,34.02,38,2447,636,,1312,574,3.5909,3.739374042,<1H OCEAN,279400
8956,-118.39,34.02,45,1577,421,,1042,375,3.4375,8.366227553,<1H OCEAN,314500
8957,-118.38,34.01,18,9528,2075,,3922,1920,4.7612,9.819460646,<1H OCEAN,304100
8958,-118.39,34.01,25,1101,285,200.91,543,294,2.3571,2.107727654,<1H OCEAN,340600
8959,-118.39,34.02,38,2521,647,436.4,1091,597,4.1296,7.23124579,<1H OCEAN,322900
8960,-118.39,34.01,35,4424,918,903.43,2101,888,3.9688,9.945361486,<1H OCEAN,355100
8961,-118.4,34.01,44,1494,262,228.66,618,266,5.4035,0.451593608,<1H OCEAN,356300
8962,-118.4,34.02,40,593,137,155.82,371,132,4.6932,5.314283294,<1H OCEAN,332800
8963,-118.39,34,40,1565,269,,826,268,5.2035,5.62397105,<1H OCEAN,485700
8964,-118.39,33.99,32,2612,418,432.6,1030,402,6.603,8.623785072,<1H OCEAN,369200
8965,-118.39,33.99,43,612,135,168.84,402,142,5.1322,8.447859155,<1H OCEAN,314900
8966,-118.39,34,35,1465,386,,1104,345,4.056,5.85559899,<1H OCEAN,339100
8967,-118.4,34,34,1816,335,305.2,872,339,4.85,2.211065505,<1H OCEAN,329400
8968,-118.4,34,37,1534,258,307.91,751,259,5.444,1.515391948,<1H OCEAN,336000
8969,-118.4,33.99,36,1280,240,288.64,704,217,5.9632,4.892710742,<1H OCEAN,328100
8970,-118.4,33.99,36,1225,213,224.58,591,227,5.4663,1.483452405,<1H OCEAN,326700
8971,-118.4,34,44,2122,385,425.04,1012,367,4.6687,7.562224026,<1H OCEAN,344300
8972,-118.4,34.01,48,1427,253,,693,268,5.7405,0.073286502,<1H OCEAN,351600
8973,-118.41,34.01,44,2010,394,,961,365,4.5982,9.878634159,<1H OCEAN,333500
8974,-118.41,34,37,1426,259,303.16,689,261,5.5284,3.68383661,<1H OCEAN,331000
8975,-118.41,34.01,26,2503,449,462.84,1218,426,5.3683,9.603459441,<1H OCEAN,500001
8976,-118.41,34.01,43,2000,529,,1290,514,4.7031,2.193684335,<1H OCEAN,302500
8977,-118.41,34.01,33,3306,974,,2475,924,2.8797,1.811238657,<1H OCEAN,285300
8978,-118.42,34.01,42,1700,438,438.68,997,436,2.9213,4.967175187,<1H OCEAN,305000
8979,-118.41,34,38,324,70,,268,73,2.55,1.308782481,<1H OCEAN,271400
8980,-118.42,34,45,1807,355,370.86,883,371,5.0357,2.543640986,<1H OCEAN,329800
8981,-118.41,34,46,105,20,,69,19,3.9643,1.104598617,<1H OCEAN,275000
8982,-118.42,34,33,1139,299,264.24,734,257,3.2708,5.417248321,<1H OCEAN,325000
8983,-118.43,34,37,1340,358,453.6,1008,340,3.7614,7.456160777,<1H OCEAN,314300
8984,-118.43,33.99,45,2092,451,,1190,429,3.8021,9.704338382,<1H OCEAN,323000
8985,-118.44,33.99,44,305,72,70.2,156,70,5.9641,8.858534628,<1H OCEAN,275000
8986,-118.44,33.98,21,18132,5419,3343.95,7431,4930,5.3359,9.581917724,<1H OCEAN,500001
8987,-118.38,33.99,21,11308,3039,1948.26,5127,2839,4.6277,7.473700628,<1H OCEAN,228300
8988,-118.37,33.99,32,4018,564,630,1400,568,8.6718,5.302542746,<1H OCEAN,439100
8989,-118.36,33.99,35,3702,648,521.64,1449,614,5.3194,0.291668394,<1H OCEAN,313700
8990,-118.37,33.99,36,3228,543,,1305,520,5.1695,9.30927285,<1H OCEAN,397000
8991,-118.38,33.98,25,7105,1012,881.65,2519,1004,6.8112,6.32575593,<1H OCEAN,500001
8992,-118.35,34,30,1879,226,,740,266,6.431,0.093044077,<1H OCEAN,492500
8993,-118.35,34,46,3402,503,,1389,504,5.3462,4.776435789,<1H OCEAN,270400
8994,-118.35,33.99,48,2741,439,,1115,459,5.0514,0.087555085,<1H OCEAN,269100
8995,-118.36,33.99,43,2657,548,,1145,524,4.1375,9.540613468,<1H OCEAN,287100
8996,-118.36,33.99,45,2005,368,,909,364,4.6406,6.31449209,<1H OCEAN,268900
8997,-118.35,33.99,45,1764,401,258.02,679,334,3.2021,4.436708294,<1H OCEAN,222100
8998,-118.34,34,44,3183,513,414.05,1183,473,5.0407,2.768457127,<1H OCEAN,314900
8999,-118.34,34,49,2863,411,476.44,1108,406,5.8993,7.922093495,<1H OCEAN,313300
9000,-118.33,34,52,1114,169,204.12,486,176,4.2917,9.612234374,<1H OCEAN,247600
9001,-118.34,34,49,2465,372,,1018,359,4,8.781927813,<1H OCEAN,296800
9002,-118.34,33.99,47,1107,199,174.8,437,178,3.7344,9.004823983,<1H OCEAN,179400
9003,-118.34,33.99,48,1172,205,203.77,497,190,3.825,8.72438545,<1H OCEAN,183000
9004,-118.35,34,40,2894,395,403.94,1063,409,6.939,5.380542274,<1H OCEAN,372000
9005,-118.6,34.13,20,14291,1934,2289.84,5452,1875,9.1232,2.632143195,<1H OCEAN,472000
9006,-118.58,34.12,42,718,140,,324,131,6.4018,5.131863579,<1H OCEAN,500001
9007,-118.59,34.11,35,2396,472,,1054,457,6.4504,1.320050253,<1H OCEAN,407000
9008,-118.6,34.09,43,2228,438,422.4,960,395,7.6091,9.243604975,<1H OCEAN,438500
9009,-118.6,34.08,40,866,181,147.63,399,176,6.91,2.402575012,<1H OCEAN,380000
9010,-118.6,34.07,16,319,59,61.09,149,64,4.625,0.259873913,<1H OCEAN,433300
9011,-118.69,34.08,23,204,40,40.95,117,41,9.7646,6.308190982,NEAR OCEAN,500001
9012,-118.66,34.1,12,2560,365,380.94,907,366,10.076,1.395653433,NEAR OCEAN,500001
9013,-118.63,34.11,35,3795,690,623.61,1521,653,5.8735,5.585770946,<1H OCEAN,448100
9014,-118.67,34.16,17,16544,2206,2796.3,6214,2118,9.1228,4.317184181,<1H OCEAN,500001
9015,-118.68,34.08,18,102,17,24.2,55,21,3.9934,3.986192139,NEAR OCEAN,500001
9016,-118.68,34.13,9,11251,1594,1241.89,3029,1227,6.7273,9.76535685,<1H OCEAN,500001
